REG,value
CHN,1344.1300048828125
XEA,670.4960948526859
USA,311.5826110839844
RUS,142.9564971923828
EUR,489.2096325457096
XOE,238.68900394439697
OPC,742.478156208992
SAS,1628.3773441314697
XLC,375.53101962804794
ROW,1011.6607608515769
