ENDW,ACTS,REG,value
skl,NUC-a,USA,2770.621495786105
skl,NUC-a,RUS,25.852867512690082
skl,NUC-a,EUR,6770.007158911883
skl,NUC-a,XOE,2035.9883708449584
skl,NUC-a,OPC,184.73973599530595
skl,NUC-a,SAS,572.7783263738006
skl,NUC-a,XLC,47.704374846608935
skl,NUC-a,ROW,2288.176362793813
skl,HYD-a,CHN,1099.005485153916
skl,HYD-a,XEA,472.29746509535636
skl,HYD-a,USA,217.78617889691304
skl,HYD-a,RUS,6.93431097978224
skl,HYD-a,EUR,1395.513881288254
skl,HYD-a,XOE,1421.3244314510403
skl,HYD-a,OPC,883.5148114234494
skl,HYD-a,SAS,614.0500665440424
skl,HYD-a,XLC,288.14163610755554
skl,HYD-a,ROW,767.2414254600914
skl,SOL-a,CHN,2.2338993407263277
skl,SOL-a,XEA,0.25010583457868024
skl,SOL-a,USA,5.275608990142708
skl,SOL-a,EUR,452.9527338340291
skl,SOL-a,XOE,54.02513846001589
skl,SOL-a,SAS,7.379818051411151
skl,SOL-a,XLC,0.1330844197810485
skl,SOL-a,ROW,1.6677044952746511
skl,WND-a,CHN,135.50626788520637
skl,WND-a,XEA,4.609757237768898
skl,WND-a,USA,128.06467040630977
skl,WND-a,RUS,1.671091076490245e-05
skl,WND-a,EUR,1687.3399642690354
skl,WND-a,XOE,188.63044670408388
skl,WND-a,OPC,22.535601984331663
skl,WND-a,SAS,268.4962382747056
skl,WND-a,XLC,13.233463299065475
skl,WND-a,ROW,90.73139846748427
skl,XEL-a,CHN,84.51259135128339
skl,XEL-a,XEA,67.201522872185
skl,XEL-a,USA,100.99519477127316
skl,XEL-a,RUS,0.33181829608190233
skl,XEL-a,EUR,1269.9134855453622
skl,XEL-a,XOE,378.9903519388625
skl,XEL-a,OPC,155.47367528596945
skl,XEL-a,SAS,166.68895664938657
skl,XEL-a,XLC,92.84192360544235
skl,XEL-a,ROW,24.358419066900748
skl,SRV-a,CHN,844236.5589343194
skl,SRV-a,XEA,356506.2105853503
skl,SRV-a,USA,3684318.2319472483
skl,SRV-a,RUS,174341.03984588737
skl,SRV-a,EUR,2240496.976293704
skl,SRV-a,XOE,1802318.7562666133
skl,SRV-a,OPC,657565.9969669924
skl,SRV-a,SAS,383595.31830515194
skl,SRV-a,XLC,437350.9477731006
skl,SRV-a,ROW,403627.01954342367
cap,AGR-a,CHN,74507.55776458436
cap,AGR-a,XEA,12662.336475162268
cap,AGR-a,USA,48609.902627074545
cap,AGR-a,RUS,6276.518090398345
cap,AGR-a,EUR,47736.90676475839
cap,AGR-a,XOE,33297.55105122899
cap,AGR-a,OPC,123685.64266626457
cap,AGR-a,SAS,60468.92727970275
cap,AGR-a,XLC,34045.73139681288
cap,AGR-a,ROW,52578.34880122868
cap,FRS-a,CHN,10554.834447444075
cap,FRS-a,XEA,8483.404800510725
cap,FRS-a,USA,5454.25510300611
cap,FRS-a,RUS,2363.3028272768083
cap,FRS-a,EUR,18038.729568809107
cap,FRS-a,XOE,6146.715206227834
cap,FRS-a,OPC,2820.7902773188957
cap,FRS-a,SAS,8662.781064799008
cap,FRS-a,XLC,5308.448418914684
cap,FRS-a,ROW,6096.043423759841
cap,COA-a,CHN,17318.89258978696
cap,COA-a,XEA,19490.69062933073
cap,COA-a,USA,9154.165791329555
cap,COA-a,RUS,1114.6774010786824
cap,COA-a,EUR,2885.58256162682
cap,COA-a,XOE,10660.184710156615
cap,COA-a,OPC,329.70655543459395
cap,COA-a,SAS,3340.0630082433036
cap,COA-a,XLC,3422.9859245395082
cap,COA-a,ROW,3728.973261686267
cap,OIL-a,CHN,28685.76263835468
cap,OIL-a,XEA,34405.84207047814
cap,OIL-a,USA,66585.02414995422
cap,OIL-a,RUS,109635.96163847345
cap,OIL-a,EUR,57514.9618500308
cap,OIL-a,XOE,37637.04100938878
cap,OIL-a,OPC,578124.700085296
cap,OIL-a,SAS,6887.817607113852
cap,OIL-a,XLC,34074.14595926478
cap,OIL-a,ROW,41199.65497747954
cap,GAS-a,CHN,184.38649350395642
cap,GAS-a,XEA,25484.04736236184
cap,GAS-a,USA,27842.86861527009
cap,GAS-a,RUS,20671.69346054
cap,GAS-a,EUR,33058.842323920704
cap,GAS-a,XOE,14393.61701514542
cap,GAS-a,OPC,73341.40932178921
cap,GAS-a,SAS,9475.930610699095
cap,GAS-a,XLC,6317.991519476901
cap,GAS-a,ROW,14938.648733149696
cap,OXT-a,CHN,46235.080538839786
cap,OXT-a,XEA,21978.478037435954
cap,OXT-a,USA,6679.228400150207
cap,OXT-a,RUS,5434.597282595412
cap,OXT-a,EUR,13107.435716668611
cap,OXT-a,XOE,52818.7253426097
cap,OXT-a,OPC,38241.38811278543
cap,OXT-a,SAS,9127.088304055476
cap,OXT-a,XLC,23724.390979296848
cap,OXT-a,ROW,17270.267975640065
cap,EIT-a,CHN,401774.56767367915
cap,EIT-a,XEA,117625.94087290071
cap,EIT-a,USA,243709.79783906258
cap,EIT-a,RUS,32944.35400699215
cap,EIT-a,EUR,412649.6307830706
cap,EIT-a,XOE,222496.39631061288
cap,EIT-a,OPC,199878.13532601806
cap,EIT-a,SAS,55119.0894064623
cap,EIT-a,XLC,103557.6731711177
cap,EIT-a,ROW,88780.42639214115
cap,XMN-a,CHN,650599.3395908058
cap,XMN-a,XEA,272659.23111346486
cap,XMN-a,USA,337313.6530989017
cap,XMN-a,RUS,50947.7270916935
cap,XMN-a,EUR,731302.242700184
cap,XMN-a,XOE,381356.0542699887
cap,XMN-a,OPC,235429.39652307593
cap,XMN-a,SAS,149740.9342161605
cap,XMN-a,XLC,218687.08644505613
cap,XMN-a,ROW,188548.50402921037
cap,P_C-a,CHN,15726.720417506709
cap,P_C-a,XEA,10089.160799090292
cap,P_C-a,USA,6663.275341669238
cap,P_C-a,RUS,10696.785134620617
cap,P_C-a,EUR,15643.258856987242
cap,P_C-a,XOE,11782.55326372045
cap,P_C-a,OPC,58741.94158112775
cap,P_C-a,SAS,10603.265188801694
cap,P_C-a,XLC,11279.466775001945
cap,P_C-a,ROW,5535.195095322095
cap,ETD-a,CHN,8840.883006946997
cap,ETD-a,XEA,6487.512994834851
cap,ETD-a,USA,19641.18336024012
cap,ETD-a,RUS,702.7849032480843
cap,ETD-a,EUR,18568.152411970364
cap,ETD-a,XOE,15137.8259630438
cap,ETD-a,OPC,8474.822929903521
cap,ETD-a,SAS,8227.802762081967
cap,ETD-a,XLC,4031.6451832014623
cap,ETD-a,ROW,9755.863828207066
cap,CLP-a,CHN,9919.41235044681
cap,CLP-a,XEA,4435.683125148247
cap,CLP-a,USA,36004.77223708539
cap,CLP-a,RUS,281.235764934883
cap,CLP-a,EUR,18346.581656754253
cap,CLP-a,XOE,13910.126738634686
cap,CLP-a,OPC,926.3557789598103
cap,CLP-a,SAS,8910.280389298354
cap,CLP-a,XLC,920.8616243951834
cap,CLP-a,ROW,5671.269044878291
cap,OLP-a,CHN,49.64227748964346
cap,OLP-a,XEA,264.0262930595176
cap,OLP-a,USA,264.3892126650829
cap,OLP-a,RUS,28.626313069167974
cap,OLP-a,EUR,666.3210839691604
cap,OLP-a,XOE,1738.6761900904442
cap,OLP-a,OPC,620.9131598363512
cap,OLP-a,SAS,451.0951443317154
cap,OLP-a,XLC,1030.7333017682326
cap,OLP-a,ROW,196.78936825507748
cap,GSP-a,CHN,375.1597288484773
cap,GSP-a,XEA,1519.9908051907958
cap,GSP-a,USA,5682.244131310142
cap,GSP-a,RUS,552.5207659475175
cap,GSP-a,EUR,6349.504956992865
cap,GSP-a,XOE,7691.025100307614
cap,GSP-a,OPC,1891.938111734231
cap,GSP-a,SAS,1109.5400103024099
cap,GSP-a,XLC,1226.4044690956523
cap,GSP-a,ROW,1991.4129662404537
cap,NUC-a,CHN,703.0167620186802
cap,NUC-a,XEA,231.9261494141014
cap,NUC-a,USA,20940.84076518818
cap,NUC-a,RUS,376.648173752771
cap,NUC-a,EUR,31265.522510791565
cap,NUC-a,XOE,6413.859098910098
cap,NUC-a,OPC,1273.9638144738042
cap,NUC-a,SAS,853.9134934745383
cap,NUC-a,XLC,180.34283904289634
cap,NUC-a,ROW,6089.225477727742
cap,HYD-a,CHN,18233.384090126397
cap,HYD-a,XEA,4446.397975731794
cap,HYD-a,USA,23556.87294186336
cap,HYD-a,RUS,1374.0164800693276
cap,HYD-a,EUR,31150.685736361556
cap,HYD-a,XOE,30962.801473479303
cap,HYD-a,OPC,24578.40338652389
cap,HYD-a,SAS,7419.301450546777
cap,HYD-a,XLC,8363.736825985754
cap,HYD-a,ROW,10048.210723272208
cap,SOL-a,CHN,104.18279639226441
cap,SOL-a,XEA,10.324574324563203
cap,SOL-a,USA,1428.9937477209664
cap,SOL-a,EUR,12143.122703329898
cap,SOL-a,XOE,1998.918830846058
cap,SOL-a,SAS,99.43218105178809
cap,SOL-a,XLC,5.067573376933095
cap,SOL-a,ROW,75.88792026172925
cap,WND-a,CHN,1444.7870950361576
cap,WND-a,XEA,36.543855174584415
cap,WND-a,USA,6208.390403721635
cap,WND-a,RUS,0.026648183476127043
cap,WND-a,EUR,18327.059330412034
cap,WND-a,XOE,1858.1237211983837
cap,WND-a,OPC,475.33482515441347
cap,WND-a,SAS,1152.2608123989298
cap,WND-a,XLC,116.79759946197794
cap,WND-a,ROW,684.5013781881687
cap,XEL-a,CHN,1345.9324221867528
cap,XEL-a,XEA,873.7230196490426
cap,XEL-a,USA,1896.607762833886
cap,XEL-a,RUS,22.45441399248146
cap,XEL-a,EUR,13659.361610223328
cap,XEL-a,XOE,4324.580419343232
cap,XEL-a,OPC,2026.043325273989
cap,XEL-a,SAS,726.3490805159339
cap,XEL-a,XLC,1000.1097448559769
cap,XEL-a,ROW,168.6991191269635
cap,SRV-a,CHN,1381818.2042384748
cap,SRV-a,XEA,773739.9295747355
cap,SRV-a,USA,2713938.568281537
cap,SRV-a,RUS,524395.5408621532
cap,SRV-a,EUR,4575772.611589585
cap,SRV-a,XOE,2707623.5516578364
cap,SRV-a,OPC,1232555.7985361626
cap,SRV-a,SAS,567375.5583765066
cap,SRV-a,XLC,944118.3437459276
cap,SRV-a,ROW,720428.844055531
nrs,FRS-a,CHN,4376.781679657094
nrs,FRS-a,XEA,1485.1256507256653
nrs,FRS-a,USA,1367.1445183529697
nrs,FRS-a,RUS,913.970421592839
nrs,FRS-a,EUR,3440.442806654325
nrs,FRS-a,XOE,1743.7950866788233
nrs,FRS-a,OPC,1154.2762047608273
nrs,FRS-a,SAS,1700.1506750340714
nrs,FRS-a,XLC,981.4781168033251
nrs,FRS-a,ROW,1511.853327019548
nrs,COA-a,CHN,33672.3076024379
nrs,COA-a,XEA,10648.248451065641
nrs,COA-a,USA,14310.961241304725
nrs,COA-a,RUS,4802.1399108067735
nrs,COA-a,EUR,7920.107912377891
nrs,COA-a,XOE,11465.594363472377
nrs,COA-a,OPC,1112.9600042376135
nrs,COA-a,SAS,2631.461763192679
nrs,COA-a,XLC,2111.980500729964
nrs,COA-a,ROW,6201.647222819787
nrs,OIL-a,CHN,28812.399261493316
nrs,OIL-a,XEA,18962.76843483158
nrs,OIL-a,USA,49162.01623361935
nrs,OIL-a,RUS,74213.31758610597
nrs,OIL-a,EUR,31298.80977941414
nrs,OIL-a,XOE,24214.835226461888
nrs,OIL-a,OPC,319390.4043297347
nrs,OIL-a,SAS,6032.713807841334
nrs,OIL-a,XLC,21481.924709853454
nrs,OIL-a,ROW,28188.865594182906
nrs,GAS-a,CHN,78.56804628115313
nrs,GAS-a,XEA,8608.234156333987
nrs,GAS-a,USA,4746.53490844823
nrs,GAS-a,RUS,13234.735290098995
nrs,GAS-a,EUR,12598.916336010396
nrs,GAS-a,XOE,7650.430180020204
nrs,GAS-a,OPC,32799.76119204537
nrs,GAS-a,SAS,1722.3892354931477
nrs,GAS-a,XLC,2874.008017007708
nrs,GAS-a,ROW,7602.2395683302375
nrs,OXT-a,CHN,18199.185338573985
nrs,OXT-a,XEA,5040.489838654825
nrs,OXT-a,USA,2997.4672991056236
nrs,OXT-a,RUS,1534.2316518582259
nrs,OXT-a,EUR,5723.15711270077
nrs,OXT-a,XOE,9863.795719451093
nrs,OXT-a,OPC,8641.029470045456
nrs,OXT-a,SAS,1928.9968337761577
nrs,OXT-a,XLC,6000.0123670289395
nrs,OXT-a,ROW,4957.775774372088
lnd,AGR-a,CHN,179891.01536686896
lnd,AGR-a,XEA,89734.46927736621
lnd,AGR-a,USA,48970.15233675827
lnd,AGR-a,RUS,12322.332113322767
lnd,AGR-a,EUR,34281.59096623678
lnd,AGR-a,XOE,32310.62280977233
lnd,AGR-a,OPC,48071.07511747105
lnd,AGR-a,SAS,147646.88562124013
lnd,AGR-a,XLC,40996.16690194602
lnd,AGR-a,ROW,38040.725922314756
