ENDW,ACTS,REG,value
nsk,NUC-a,SAS,116.4750873597696
nsk,NUC-a,XLC,67.04653925798107
nsk,NUC-a,ROW,3955.0568504641456
nsk,HYD-a,CHN,6190.478968421728
nsk,HYD-a,XEA,649.0973571230585
nsk,HYD-a,USA,1208.7283908264142
nsk,HYD-a,RUS,39.70578572154045
nsk,HYD-a,EUR,1801.0477040685946
nsk,HYD-a,XOE,1869.6459098756313
nsk,HYD-a,OPC,1708.0081048278817
nsk,HYD-a,SAS,294.67267673775103
nsk,HYD-a,XLC,536.0518509232113
nsk,HYD-a,ROW,1603.1084892947483
nsk,SOL-a,CHN,17.156040188574128
nsk,SOL-a,XEA,0.29212642921421483
nsk,SOL-a,USA,28.660102378864387
nsk,SOL-a,EUR,640.8696258467753
nsk,SOL-a,XOE,62.94562207441776
nsk,SOL-a,SAS,3.567184306986688
nsk,SOL-a,XLC,0.3134798601734689
nsk,SOL-a,ROW,5.015080663896232
nsk,WND-a,CHN,701.1454743516114
nsk,WND-a,XEA,4.092994384809414
nsk,WND-a,USA,571.8868318662634
nsk,WND-a,RUS,2.2630356159790376e-05
nsk,WND-a,EUR,1823.415309444419
nsk,WND-a,XOE,143.44110843539238
nsk,WND-a,OPC,50.7662252834998
nsk,WND-a,SAS,83.87482797515338
nsk,WND-a,XLC,14.100598397102871
nsk,WND-a,ROW,124.35189679014377
nsk,XEL-a,CHN,699.8600105754128
nsk,XEL-a,XEA,68.70069643395355
nsk,XEL-a,USA,560.5346847485584
nsk,XEL-a,RUS,1.9000358469784255
nsk,XEL-a,EUR,2046.5741149630337
nsk,XEL-a,XOE,460.93883770704264
nsk,XEL-a,OPC,639.3661431430373
nsk,XEL-a,SAS,87.16371689566346
nsk,XEL-a,XLC,165.43174614733613
nsk,XEL-a,ROW,54.69814636689427
nsk,SRV-a,CHN,1221372.3057100798
nsk,SRV-a,XEA,396736.96828343265
nsk,SRV-a,USA,2668331.0583790657
nsk,SRV-a,RUS,129372.38130077589
nsk,SRV-a,EUR,1820924.810879659
nsk,SRV-a,XOE,1570665.3889064998
nsk,SRV-a,OPC,676713.5321024954
nsk,SRV-a,SAS,291088.83472885645
nsk,SRV-a,XLC,392007.2905303918
nsk,SRV-a,ROW,386072.2031236804
skl,AGR-a,CHN,19217.273646129797
skl,AGR-a,XEA,3820.644871152585
skl,AGR-a,USA,46246.97336118798
skl,AGR-a,RUS,1248.9423307001866
skl,AGR-a,EUR,27585.5348333245
skl,AGR-a,XOE,13430.823037422175
skl,AGR-a,OPC,5073.119568312278
skl,AGR-a,SAS,848.0769903449427
skl,AGR-a,XLC,12037.179897762242
skl,AGR-a,ROW,7836.851252765558
skl,FRS-a,CHN,1762.899478573602
skl,FRS-a,XEA,257.65788217288105
skl,FRS-a,USA,2472.2018486821744
skl,FRS-a,RUS,153.1772978706486
skl,FRS-a,EUR,1419.065876670481
skl,FRS-a,XOE,864.7428929805754
skl,FRS-a,OPC,211.7778293435683
skl,FRS-a,SAS,36.172097681453
skl,FRS-a,XLC,380.76379065841456
skl,FRS-a,ROW,432.40513356400197
skl,COA-a,CHN,2392.9078397567387
skl,COA-a,XEA,682.0889496033122
skl,COA-a,USA,4630.8999168703585
skl,COA-a,RUS,1722.7726689006677
skl,COA-a,EUR,2718.4272932710355
skl,COA-a,XOE,2735.3404387043424
skl,COA-a,OPC,126.63904033316344
skl,COA-a,SAS,148.1222206974653
skl,COA-a,XLC,553.8723215372856
skl,COA-a,ROW,1340.7439239718642
skl,OIL-a,CHN,1290.3598634779662
skl,OIL-a,XEA,3371.862125627428
skl,OIL-a,USA,12571.159651897446
skl,OIL-a,RUS,7688.47604151855
skl,OIL-a,EUR,4219.10179304703
skl,OIL-a,XOE,3448.772795428045
skl,OIL-a,OPC,41265.73291139458
skl,OIL-a,SAS,296.06367599343054
skl,OIL-a,XLC,4689.778823194633
skl,OIL-a,ROW,4646.369196854136
skl,GAS-a,CHN,54.34339774102634
skl,GAS-a,XEA,4021.545188881999
skl,GAS-a,USA,4480.258655514823
skl,GAS-a,RUS,7275.598907488198
skl,GAS-a,EUR,4538.468077752065
skl,GAS-a,XOE,1708.0695571271292
skl,GAS-a,OPC,4949.962025220101
skl,GAS-a,SAS,791.4925292300913
skl,GAS-a,XLC,682.750913835186
skl,GAS-a,ROW,2702.060403372979
skl,OXT-a,CHN,3738.9067677541843
skl,OXT-a,XEA,2571.827355946575
skl,OXT-a,USA,6266.02116955838
skl,OXT-a,RUS,1430.4831233628977
skl,OXT-a,EUR,6527.0800866710715
skl,OXT-a,XOE,9713.825938194332
skl,OXT-a,OPC,6902.800927519797
skl,OXT-a,SAS,502.7191793805536
skl,OXT-a,XLC,6348.038997739977
skl,OXT-a,ROW,4812.2660091091475
skl,EIT-a,CHN,64398.16016064846
skl,EIT-a,XEA,23933.812819080467
skl,EIT-a,USA,182360.92374879855
skl,EIT-a,RUS,7456.539410781125
skl,EIT-a,EUR,247281.42148339303
skl,EIT-a,XOE,97261.26351274463
skl,EIT-a,OPC,48698.62569058709
skl,EIT-a,SAS,4716.511295519759
skl,EIT-a,XLC,27765.98277929935
skl,EIT-a,ROW,23863.159411301705
skl,XMN-a,CHN,122196.42433952865
skl,XMN-a,XEA,68776.15037113095
skl,XMN-a,USA,393080.7090384804
skl,XMN-a,RUS,21953.02003456289
skl,XMN-a,EUR,561806.7154293052
skl,XMN-a,XOE,225601.2760490348
skl,XMN-a,OPC,119064.46129815988
skl,XMN-a,SAS,20874.20611376559
skl,XMN-a,XLC,52572.0376141655
skl,XMN-a,ROW,59486.091804972595
skl,P_C-a,CHN,1690.210496008796
skl,P_C-a,XEA,1447.2047652410345
skl,P_C-a,USA,2394.279792678511
skl,P_C-a,RUS,728.1433401059531
skl,P_C-a,EUR,4954.465570835718
skl,P_C-a,XOE,2613.1077173995536
skl,P_C-a,OPC,2650.183686159675
skl,P_C-a,SAS,237.5832866940368
skl,P_C-a,XLC,827.2642434737685
skl,P_C-a,ROW,821.5698400122074
skl,ETD-a,CHN,4034.065626582395
skl,ETD-a,XEA,2234.869195471048
skl,ETD-a,USA,10699.187678892338
skl,ETD-a,RUS,726.0278020648823
skl,ETD-a,EUR,18131.95205499203
skl,ETD-a,XOE,8706.019876178207
skl,ETD-a,OPC,3018.0472698369
skl,ETD-a,SAS,4933.969414125565
skl,ETD-a,XLC,1243.769604914302
skl,ETD-a,ROW,5901.713302275305
skl,CLP-a,CHN,416.04429060046266
skl,CLP-a,XEA,523.838736625092
skl,CLP-a,USA,1284.970452455755
skl,CLP-a,RUS,6.93061078646992
skl,CLP-a,EUR,2954.064021760005
skl,CLP-a,XOE,1629.7274597626997
skl,CLP-a,OPC,356.1634614956014
skl,CLP-a,SAS,2985.6640335886837
skl,CLP-a,XLC,67.96555618470444
skl,CLP-a,ROW,935.1281668790971
skl,OLP-a,CHN,21.162119664544914
skl,OLP-a,XEA,159.84544156713213
skl,OLP-a,USA,50.4293029383791
skl,OLP-a,RUS,10.686360305145547
skl,OLP-a,EUR,546.1993606255273
skl,OLP-a,XOE,1292.2270698775535
skl,OLP-a,OPC,541.5650236569345
skl,OLP-a,SAS,283.7359447782502
skl,OLP-a,XLC,344.97027608956085
skl,OLP-a,ROW,121.68416809994449
skl,GSP-a,CHN,68.3850814622155
skl,GSP-a,XEA,280.4206171620033
skl,GSP-a,USA,292.7727740180312
skl,GSP-a,RUS,60.96404729647655
skl,GSP-a,EUR,1175.525952719152
skl,GSP-a,XOE,786.5948770046234
skl,GSP-a,OPC,356.825823332183
skl,GSP-a,SAS,316.63078497223404
skl,GSP-a,XLC,119.74629123096517
skl,GSP-a,ROW,460.4721588996115
skl,NUC-a,CHN,284.32453675704335
skl,NUC-a,XEA,28.929156253616085
skl,NUC-a,USA,3523.172873777978
skl,NUC-a,RUS,35.01063537597656
skl,NUC-a,EUR,9182.489292662956
skl,NUC-a,XOE,2457.265106201172
skl,NUC-a,OPC,199.37679193913934
skl,NUC-a,SAS,592.9584715291435
skl,NUC-a,XLC,49.66663162548396
skl,NUC-a,ROW,2703.743419417452
skl,HYD-a,CHN,1109.942652593479
skl,HYD-a,XEA,513.7550967291454
skl,HYD-a,USA,276.9408809324413
skl,HYD-a,RUS,9.390626907348633
skl,HYD-a,EUR,1892.803208608646
skl,HYD-a,XOE,1715.4179169237611
skl,HYD-a,OPC,953.5162956863642
skl,HYD-a,SAS,635.6842990296827
skl,HYD-a,XLC,299.9939637095046
skl,HYD-a,ROW,906.5839455920965
skl,SOL-a,CHN,2.2561308322545357
skl,SOL-a,XEA,0.2720597859032567
skl,SOL-a,USA,6.708560701993829
skl,SOL-a,EUR,614.3617770090931
skl,SOL-a,XOE,65.20375533401966
skl,SOL-a,SAS,7.639824047867634
skl,SOL-a,XLC,0.13855867252448584
skl,SOL-a,ROW,1.9705845790340633
skl,WND-a,CHN,136.85480959950291
skl,WND-a,XEA,5.014395482960476
skl,WND-a,USA,162.84937280355982
skl,WND-a,RUS,2.263035631553445e-05
skl,WND-a,EUR,2288.6210887660272
skl,WND-a,XOE,227.66093426197767
skl,WND-a,OPC,24.321113180369135
skl,WND-a,SAS,277.9559067233177
skl,WND-a,XLC,13.777804423964023
skl,WND-a,ROW,107.20957769246412
skl,XEL-a,CHN,85.3536502675916
skl,XEL-a,XEA,73.10038150760494
skl,XEL-a,USA,128.427333412829
skl,XEL-a,RUS,0.4493570923805237
skl,XEL-a,EUR,1722.4452958337497
skl,XEL-a,XOE,457.4091781377792
skl,XEL-a,OPC,167.79196117445827
skl,XEL-a,SAS,172.56174754612528
skl,XEL-a,XLC,96.66085414471395
skl,XEL-a,ROW,28.782272350341554
skl,SRV-a,CHN,852638.2973500033
skl,SRV-a,XEA,387799.84276824037
skl,SRV-a,USA,4685046.323687476
skl,SRV-a,RUS,236097.23656831763
skl,SRV-a,EUR,3038894.7917105802
skl,SRV-a,XOE,2175245.7201844677
skl,SRV-a,OPC,709665.4017459025
skl,SRV-a,SAS,397110.1613916832
skl,SRV-a,XLC,455340.8043590985
skl,SRV-a,ROW,476931.72420379025
cap,AGR-a,CHN,75352.01627667237
cap,AGR-a,XEA,13605.58115757443
cap,AGR-a,USA,52917.98474796385
cap,AGR-a,RUS,6626.614109813234
cap,AGR-a,EUR,51356.309831045284
cap,AGR-a,XOE,36417.932475047215
cap,AGR-a,OPC,134341.2497583189
cap,AGR-a,SAS,62856.88482295913
cap,AGR-a,XLC,36403.023973504336
cap,AGR-a,ROW,57003.08623492844
cap,FRS-a,CHN,10674.461503547376
cap,FRS-a,XEA,9115.351873037796
cap,FRS-a,USA,5937.641771609358
cap,FRS-a,RUS,2495.1247866155813
cap,FRS-a,EUR,19406.422566493395
cap,FRS-a,XOE,6722.73642525098
cap,FRS-a,OPC,3063.8033889158432
cap,FRS-a,SAS,9004.879962859151
cap,FRS-a,XLC,5676.000107136854
cap,FRS-a,ROW,6609.056710589022
cap,COA-a,CHN,17515.18255963933
cap,COA-a,XEA,20942.594101388884
cap,COA-a,USA,9965.459290101506
cap,COA-a,RUS,1176.8526573957743
cap,COA-a,EUR,3104.366875052139
cap,COA-a,XOE,11659.17236221747
cap,COA-a,OPC,358.11101236792814
cap,COA-a,SAS,3471.964284060436
cap,COA-a,XLC,3659.990065117076
cap,COA-a,ROW,4042.7854668322598
cap,OIL-a,CHN,29010.88316521765
cap,OIL-a,XEA,36968.80725787063
cap,OIL-a,USA,72486.16232461968
cap,OIL-a,RUS,115751.31304852845
cap,OIL-a,EUR,61875.73516748118
cap,OIL-a,XOE,41164.084888156154
cap,OIL-a,OPC,627930.5588860838
cap,OIL-a,SAS,7159.822035692538
cap,OIL-a,XLC,36433.405931996494
cap,OIL-a,ROW,44666.81702784253
cap,GAS-a,CHN,186.47630490866584
cap,GAS-a,XEA,27382.408869974468
cap,GAS-a,USA,30310.459743685682
cap,GAS-a,RUS,21824.733647928446
cap,GAS-a,EUR,35565.3573745236
cap,GAS-a,XOE,15742.472223341158
cap,GAS-a,OPC,79659.82449483557
cap,GAS-a,SAS,9850.141316910654
cap,GAS-a,XLC,6755.4429677914095
cap,GAS-a,ROW,16195.812561332037
cap,OXT-a,CHN,46759.102644643615
cap,OXT-a,XEA,23615.70214508693
cap,OXT-a,USA,7271.17907062936
cap,OXT-a,RUS,5737.73205387413
cap,OXT-a,EUR,14101.238965334316
cap,OXT-a,XOE,57768.47582531834
cap,OXT-a,OPC,41535.91120859938
cap,OXT-a,SAS,9487.522999098464
cap,OXT-a,XLC,25367.044212097066
cap,OXT-a,ROW,18723.649508991966
cap,EIT-a,CHN,406328.2259036874
cap,EIT-a,XEA,126388.15023763555
cap,EIT-a,USA,265308.7265760897
cap,EIT-a,RUS,34781.94724482363
cap,EIT-a,EUR,443936.646222056
cap,EIT-a,XOE,243346.9874200305
cap,EIT-a,OPC,217097.78047168237
cap,EIT-a,SAS,57295.77834815228
cap,EIT-a,XLC,110727.90345286657
cap,EIT-a,ROW,96251.7541343306
cap,XMN-a,CHN,657973.1438968361
cap,XMN-a,XEA,292970.2037655376
cap,XMN-a,USA,367208.280315
cap,XMN-a,RUS,53789.52507524811
cap,XMN-a,EUR,786749.437732217
cap,XMN-a,XOE,417093.7079422928
cap,XMN-a,OPC,255711.80839555428
cap,XMN-a,SAS,155654.30178330376
cap,XMN-a,XLC,233828.76278288546
cap,XMN-a,ROW,204415.8266604346
cap,P_C-a,CHN,15904.964924805598
cap,P_C-a,XEA,10840.724090147221
cap,P_C-a,USA,7253.812162658861
cap,P_C-a,RUS,11293.437903278435
cap,P_C-a,EUR,16829.327727195196
cap,P_C-a,XOE,12886.720362156511
cap,P_C-a,OPC,63802.602105824444
cap,P_C-a,SAS,11021.995075866282
cap,P_C-a,XLC,12060.445834839065
cap,P_C-a,ROW,6001.010121839829
cap,ETD-a,CHN,8941.084370856679
cap,ETD-a,XEA,6970.78179332722
cap,ETD-a,USA,21381.89515545836
cap,ETD-a,RUS,741.9853315091647
cap,ETD-a,EUR,19975.98614753997
cap,ETD-a,XOE,16556.42250966075
cap,ETD-a,OPC,9204.935021890213
cap,ETD-a,SAS,8552.724082072611
cap,ETD-a,XLC,4310.792285416584
cap,ETD-a,ROW,10576.86975294498
cap,CLP-a,CHN,10031.83761904456
cap,CLP-a,XEA,4766.106702887506
cap,CLP-a,USA,39195.717027311846
cap,CLP-a,RUS,296.9227302877631
cap,CLP-a,EUR,19737.61594038659
cap,CLP-a,XOE,15213.673086875537
cap,CLP-a,OPC,1006.1619957143599
cap,CLP-a,SAS,9262.153197786169
cap,CLP-a,XLC,984.6211672890105
cap,CLP-a,ROW,6148.535391418053
cap,OLP-a,CHN,50.20491630164182
cap,OLP-a,XEA,283.6941795853487
cap,OLP-a,USA,287.8208670910689
cap,OLP-a,RUS,30.223051597074313
cap,OLP-a,EUR,716.8414200758561
cap,OLP-a,XOE,1901.6110821263862
cap,OLP-a,OPC,674.4052752256393
cap,OLP-a,SAS,468.9091870325327
cap,OLP-a,XLC,1102.1002503142224
cap,OLP-a,ROW,213.3502018324914
cap,GSP-a,CHN,379.4117381200698
cap,GSP-a,XEA,1633.218189972736
cap,GSP-a,USA,6185.836465909694
cap,GSP-a,RUS,583.3396559779954
cap,GSP-a,EUR,6830.923198522285
cap,GSP-a,XOE,8411.766749331491
cap,GSP-a,OPC,2054.9299410730596
cap,GSP-a,SAS,1153.3564720182067
cap,GSP-a,XLC,1311.319494633657
cap,GSP-a,ROW,2159.0005702367453
cap,NUC-a,CHN,710.9846582514757
cap,NUC-a,XEA,249.2028271880883
cap,NUC-a,USA,22796.73548666103
cap,NUC-a,RUS,397.6571192304322
cap,NUC-a,EUR,33636.06839895043
cap,NUC-a,XOE,7014.9149169921875
cap,NUC-a,OPC,1383.716713548405
cap,NUC-a,SAS,887.6350966145925
cap,NUC-a,XLC,192.82959783154965
cap,NUC-a,ROW,6601.664999466976
cap,HYD-a,CHN,18440.038782093714
cap,HYD-a,XEA,4777.619725740096
cap,HYD-a,USA,25644.615102621723
cap,HYD-a,RUS,1450.6573330636988
cap,HYD-a,EUR,33512.52472242594
cap,HYD-a,XOE,33864.388752332656
cap,HYD-a,OPC,26695.85051936116
cap,HYD-a,SAS,7712.294524205504
cap,HYD-a,XLC,8942.833644423994
cap,HYD-a,ROW,10893.819137051967
cap,SOL-a,CHN,105.36359001731593
cap,SOL-a,XEA,11.093674075538551
cap,SOL-a,USA,1555.639185845963
cap,SOL-a,EUR,13063.811925262831
cap,SOL-a,XOE,2186.2415915468714
cap,SOL-a,SAS,103.35882300603939
cap,SOL-a,XLC,5.418447116846402
cap,SOL-a,ROW,82.27427755904797
cap,WND-a,CHN,1461.1621151973757
cap,WND-a,XEA,39.2660855572536
cap,WND-a,USA,6758.61277102333
cap,WND-a,RUS,0.02813458450696317
cap,WND-a,EUR,19716.613435025396
cap,WND-a,XOE,2032.2522850036617
cap,WND-a,OPC,516.2852622854424
cap,WND-a,SAS,1197.7643465701126
cap,WND-a,XLC,124.88454907037664
cap,WND-a,ROW,742.1056761652382
cap,XEL-a,CHN,1361.1870369494861
cap,XEL-a,XEA,938.808526877636
cap,XEL-a,USA,2064.6957768356583
cap,XEL-a,RUS,23.7068920135498
cap,XEL-a,EUR,14695.011773716158
cap,XEL-a,XOE,4729.845670999887
cap,XEL-a,OPC,2200.5884152312024
cap,XEL-a,SAS,755.0330814381326
cap,XEL-a,XLC,1069.3563487825556
cap,XEL-a,ROW,182.89601432150806
cap,SRV-a,CHN,1397479.5435674898
cap,SRV-a,XEA,831377.48134671
cap,SRV-a,USA,2954463.020940973
cap,SRV-a,RUS,553645.6424010315
cap,SRV-a,EUR,4922706.808701107
cap,SRV-a,XOE,2961360.4772439604
cap,SRV-a,OPC,1338741.367249845
cap,SRV-a,SAS,589781.5907874578
cap,SRV-a,XLC,1009488.158754186
cap,SRV-a,ROW,781056.6223575963
nrs,FRS-a,CHN,4426.387128097351
nrs,FRS-a,XEA,1627.4588507705462
nrs,FRS-a,USA,1488.3085207928373
nrs,FRS-a,RUS,964.950556658345
nrs,FRS-a,EUR,3741.661196996016
nrs,FRS-a,XOE,1930.3139333598858
nrs,FRS-a,OPC,1233.2358769536947
nrs,FRS-a,SAS,1768.0559195831024
nrs,FRS-a,XLC,1049.3538556221567
nrs,FRS-a,ROW,1619.2515720939953
nrs,COA-a,CHN,34053.94188097657
nrs,COA-a,XEA,11668.767675262303
nrs,COA-a,USA,15579.278759665733
nrs,COA-a,RUS,5069.997311300908
nrs,COA-a,EUR,8613.530907837863
nrs,COA-a,XOE,12691.970933474517
nrs,COA-a,OPC,1189.0933913211525
nrs,COA-a,SAS,2736.5642445050735
nrs,COA-a,XLC,2258.0379974828315
nrs,COA-a,ROW,6642.196591199789
nrs,OIL-a,CHN,29138.952443857685
nrs,OIL-a,XEA,20780.144299103293
nrs,OIL-a,USA,53519.02939127381
nrs,OIL-a,RUS,78352.84427626448
nrs,OIL-a,EUR,34039.08992100847
nrs,OIL-a,XOE,26804.88905418179
nrs,OIL-a,OPC,341238.69464656466
nrs,OIL-a,SAS,6273.664749679222
nrs,OIL-a,XLC,22967.542662988115
nrs,OIL-a,ROW,30191.331469244324
nrs,GAS-a,CHN,79.4585186542592
nrs,GAS-a,XEA,9433.240117013467
nrs,GAS-a,USA,5167.199409901949
nrs,GAS-a,RUS,13972.952388492185
nrs,GAS-a,EUR,13701.97937529201
nrs,GAS-a,XOE,8468.731266364635
nrs,GAS-a,OPC,35043.46887747312
nrs,GAS-a,SAS,1791.182704191113
nrs,GAS-a,XLC,3072.764784159078
nrs,GAS-a,ROW,8142.2834824338415
nrs,OXT-a,CHN,18405.450767385144
nrs,OXT-a,XEA,5523.566168377428
nrs,OXT-a,USA,3263.1196352462052
nrs,OXT-a,RUS,1619.8091880515694
nrs,OXT-a,EUR,6224.232198101407
nrs,OXT-a,XOE,10918.841587824087
nrs,OXT-a,OPC,9232.12963441649
nrs,OXT-a,SAS,2006.042359008356
nrs,OXT-a,XLC,6414.953123589714
nrs,OXT-a,ROW,5309.9636540587035
lnd,AGR-a,CHN,181929.86551662002
lnd,AGR-a,XEA,97688.67279488778
lnd,AGR-a,USA,53310.16643859758
lnd,AGR-a,RUS,13009.656700708669
lnd,AGR-a,EUR,36644.52707418184
lnd,AGR-a,XOE,35107.63564889982
lnd,AGR-a,OPC,52719.24592425246
lnd,AGR-a,SAS,153384.11518925236
lnd,AGR-a,XLC,43482.364426024076
lnd,AGR-a,ROW,40866.24300939183
