COMM,SRC,DST,value
AGR,USA,XOE,23065.695188675665
AGR,USA,OPC,7354.009007356105
AGR,USA,SAS,1450.2838428148996
AGR,USA,XLC,15852.098381112824
AGR,USA,ROW,7422.223185272623
AGR,RUS,CHN,21.768697443970353
AGR,RUS,XEA,61.05120913164978
AGR,RUS,USA,23.591222804776844
AGR,RUS,EUR,790.165280263826
AGR,RUS,XOE,48.592876982156554
AGR,RUS,OPC,1244.8803109471692
AGR,RUS,SAS,118.44728921302077
AGR,RUS,XLC,66.11935743433037
AGR,RUS,ROW,5111.237650071725
AGR,EUR,CHN,1728.150300157147
AGR,EUR,XEA,1290.2382872618118
AGR,EUR,USA,1591.5517801213273
AGR,EUR,RUS,4116.509257111114
AGR,EUR,EUR,85152.15664099558
AGR,EUR,XOE,1256.9772276744513
AGR,EUR,OPC,7068.6781449275795
AGR,EUR,SAS,312.9343360378242
AGR,EUR,XLC,684.7760469996297
AGR,EUR,ROW,11222.074475153282
AGR,XOE,CHN,8133.703960613343
AGR,XOE,XEA,7122.703474088669
AGR,XOE,USA,6903.936064648473
AGR,XOE,RUS,235.16112683836607
AGR,XOE,EUR,4116.6549194266445
AGR,XOE,XOE,7824.070008461854
AGR,XOE,OPC,4605.701228566969
AGR,XOE,SAS,3449.796770704185
AGR,XOE,XLC,2726.0993992569875
AGR,XOE,ROW,2450.6826268130226
AGR,OPC,CHN,15691.270313261
AGR,OPC,XEA,2632.6980143952583
AGR,OPC,USA,2977.454494377036
AGR,OPC,RUS,949.7262111943127
AGR,OPC,EUR,12626.439854133478
AGR,OPC,XOE,2680.124934851466
AGR,OPC,OPC,7616.9026280685475
AGR,OPC,SAS,708.9651994307637
AGR,OPC,XLC,1240.0456597792315
AGR,OPC,ROW,3558.065789041559
AGR,SAS,CHN,2960.172560478186
AGR,SAS,XEA,3394.4067038271896
AGR,SAS,USA,1164.9289314195585
AGR,SAS,RUS,617.5105463685564
AGR,SAS,EUR,2733.7543118234676
AGR,SAS,XOE,622.8823915693625
AGR,SAS,OPC,2565.329119445655
AGR,SAS,SAS,3736.557703542763
AGR,SAS,XLC,277.38450981002194
AGR,SAS,ROW,1198.6269399530981
AGR,XLC,CHN,7334.022188884727
AGR,XLC,XEA,2048.596643969047
AGR,XLC,USA,25497.215008488914
AGR,XLC,RUS,1876.1974657853382
AGR,XLC,EUR,16565.75707272879
AGR,XLC,XOE,4744.368862663302
AGR,XLC,OPC,7791.877799020117
AGR,XLC,SAS,252.79226857941532
AGR,XLC,XLC,5927.352961282882
AGR,XLC,ROW,3622.865307616658
AGR,ROW,CHN,2830.0308402686665
AGR,ROW,XEA,2800.3673413367223
AGR,ROW,USA,2539.418353724719
AGR,ROW,RUS,4838.945084933657
AGR,ROW,EUR,24711.71768568306
AGR,ROW,XOE,1833.4798693378584
AGR,ROW,OPC,8517.802170216923
AGR,ROW,SAS,2756.8746498188443
AGR,ROW,XLC,689.3408885071174
AGR,ROW,ROW,10089.872636810547
OXT,CHN,XEA,1048.506595276421
OXT,CHN,USA,649.4047081913972
OXT,CHN,RUS,60.32678997447504
OXT,CHN,EUR,1137.3492029824083
OXT,CHN,XOE,1608.0850918441638
OXT,CHN,OPC,122.81861336725798
OXT,CHN,SAS,299.8875637098872
OXT,CHN,XLC,76.9841485641543
OXT,CHN,ROW,218.3127741206048
OXT,XEA,CHN,16897.89783850309
OXT,XEA,XEA,2399.070065303857
OXT,XEA,USA,179.79631304375266
OXT,XEA,RUS,79.82948372189499
OXT,XEA,EUR,1608.373837717389
OXT,XEA,XOE,8444.344239508564
OXT,XEA,OPC,54.87897269007147
OXT,XEA,SAS,2903.184431884857
OXT,XEA,XLC,28.073590328711663
OXT,XEA,ROW,177.29638352610908
OXT,USA,CHN,2847.958549520939
OXT,USA,XEA,323.60287425494624
OXT,USA,RUS,23.141342010448223
OXT,USA,EUR,2032.3576927860076
OXT,USA,XOE,4733.5471250154405
OXT,USA,OPC,324.2339004515235
OXT,USA,SAS,145.6147100752412
OXT,USA,XLC,1464.9382670657637
OXT,USA,ROW,293.5808074642133
OXT,RUS,CHN,3961.4003696254476
OXT,RUS,XEA,92.16975693805509
OXT,RUS,USA,70.09361634936676
OXT,RUS,EUR,4420.826928696528
OXT,RUS,XOE,118.68694998001226
OXT,RUS,OPC,384.701676711565
OXT,RUS,SAS,700.9391073211694
OXT,RUS,XLC,36.44259700890604
OXT,RUS,ROW,1469.2392252373024
OXT,EUR,CHN,3084.444156699567
OXT,EUR,XEA,804.1324914648806
OXT,EUR,USA,472.5101045752488
OXT,EUR,RUS,273.1184872449718
OXT,EUR,EUR,18982.159205350003
OXT,EUR,XOE,682.2838471129833
OXT,EUR,OPC,3123.102016128277
OXT,EUR,SAS,9428.266695609085
OXT,EUR,XLC,248.04997557114478
OXT,EUR,ROW,8075.135372158115
OXT,XOE,CHN,64919.71869413546
OXT,XOE,XEA,2972.8231053333548
OXT,XOE,USA,3333.1333184711384
OXT,XOE,RUS,3.441870616951344
OXT,XOE,EUR,7605.901230941182
OXT,XOE,XOE,33427.83914132438
OXT,XOE,OPC,355.3042121439236
OXT,XOE,SAS,3734.95250400351
OXT,XOE,XLC,584.3997932103725
OXT,XOE,ROW,740.5731067759725
OXT,OPC,CHN,37896.38782393363
OXT,OPC,XEA,2546.3718244779398
OXT,OPC,USA,854.9685274892643
OXT,OPC,RUS,406.3179940078007
OXT,OPC,EUR,16206.977051026552
OXT,OPC,XOE,10353.283181010103
OXT,OPC,OPC,5046.655271306342
OXT,OPC,SAS,2654.5432683651443
OXT,OPC,XLC,2448.225531391737
OXT,OPC,ROW,2819.549346474925
OXT,SAS,CHN,11851.815402476845
OXT,SAS,XEA,440.9370312573283
OXT,SAS,USA,81.23442311525679
OXT,SAS,RUS,17.276613905438868
OXT,SAS,EUR,1274.2276593899433
OXT,SAS,XOE,992.2840850255102
OXT,SAS,OPC,592.1618236506814
OXT,SAS,SAS,329.4673173457045
OXT,SAS,XLC,17.07621588716881
OXT,SAS,ROW,163.94405091391658
OXT,XLC,CHN,22923.349481311252
OXT,XLC,XEA,1127.37832385672
OXT,XLC,USA,3254.587398737651
OXT,XLC,RUS,1.2060140070939083
OXT,XLC,EUR,9944.324631434432
OXT,XLC,XOE,23634.831117073823
OXT,XLC,OPC,2334.519788103688
OXT,XLC,SAS,4088.518916181768
OXT,XLC,XLC,2269.5078316299305
OXT,XLC,ROW,1842.7201585712328
OXT,ROW,CHN,21058.115099667248
OXT,ROW,XEA,1386.5974082006499
OXT,ROW,USA,1879.9519298298094
OXT,ROW,RUS,724.3176371135656
OXT,ROW,EUR,18068.977668152744
OXT,ROW,XOE,3061.904601269516
OXT,ROW,OPC,783.8636280077212
OXT,ROW,SAS,3357.1530051198583
OXT,ROW,XLC,479.0406832314635
OXT,ROW,ROW,6309.422356182481
EIT,CHN,XEA,49348.80599031943
EIT,CHN,USA,48850.87962926051
EIT,CHN,RUS,7186.385930958814
EIT,CHN,EUR,52917.694137845036
EIT,CHN,XOE,62326.77597024179
EIT,CHN,OPC,31642.043135552933
EIT,CHN,SAS,25033.69800271996
EIT,CHN,XLC,17376.248922535055
EIT,CHN,ROW,21966.452055287657
EIT,XEA,CHN,85419.32275159266
EIT,XEA,XEA,81993.42317529987
EIT,XEA,USA,26947.190698139064
EIT,XEA,RUS,1099.5229837987033
EIT,XEA,EUR,42061.43887048729
EIT,XEA,XOE,57780.03817384611
EIT,XEA,OPC,12112.157867746026
EIT,XEA,SAS,15273.856490407912
EIT,XEA,XLC,3955.445071818581
EIT,XEA,ROW,8963.498021945787
EIT,USA,CHN,39325.84822058182
EIT,USA,XEA,30312.987163433976
EIT,USA,RUS,3054.799023879048
EIT,USA,EUR,111563.46681146689
EIT,USA,XOE,107197.94227378043
EIT,USA,OPC,24496.19462804026
