ENDW,ACTS,REG,value
skl,COA-a,OPC,140.99324431614596
skl,COA-a,SAS,148.2448726180371
skl,COA-a,XLC,559.1787880653734
skl,COA-a,ROW,1595.0942113141105
skl,OIL-a,CHN,1290.3598634779662
skl,OIL-a,XEA,3426.3423945540835
skl,OIL-a,USA,14472.345703679997
skl,OIL-a,RUS,9789.625334487484
skl,OIL-a,EUR,5338.827760485868
skl,OIL-a,XOE,3907.6698297221587
skl,OIL-a,OPC,52279.92067790328
skl,OIL-a,SAS,296.2596314577165
skl,OIL-a,XLC,5073.283133975035
skl,OIL-a,ROW,5255.807578712948
skl,GAS-a,CHN,54.34339774102634
skl,GAS-a,XEA,4105.528598415548
skl,GAS-a,USA,5157.825737669331
skl,GAS-a,RUS,9263.914904849033
skl,GAS-a,EUR,6140.280329967302
skl,GAS-a,XOE,1918.4000840987533
skl,GAS-a,OPC,5923.465739148365
skl,GAS-a,SAS,802.8491195295244
skl,GAS-a,XLC,717.9934090043811
skl,GAS-a,ROW,3176.0145237378506
skl,OXT-a,CHN,3738.9067677541843
skl,OXT-a,XEA,2676.32017860886
skl,OXT-a,USA,7213.656068968478
skl,OXT-a,RUS,1821.4134350244733
skl,OXT-a,EUR,8951.591844877206
skl,OXT-a,XOE,10413.561308758512
skl,OXT-a,OPC,8386.064362987874
skl,OXT-a,SAS,503.5913342374854
skl,OXT-a,XLC,6708.75900200226
skl,OXT-a,ROW,5192.636422051728
skl,EIT-a,CHN,64398.16016064846
skl,EIT-a,XEA,25454.541534484117
skl,EIT-a,USA,209940.08849174058
skl,EIT-a,RUS,9494.303619215494
skl,EIT-a,EUR,342377.8406009575
skl,EIT-a,XOE,111113.27697007061
skl,EIT-a,OPC,60798.563684337234
skl,EIT-a,SAS,4723.211761480625
skl,EIT-a,XLC,29682.35554030986
skl,EIT-a,ROW,25908.037574762417
skl,XMN-a,CHN,122196.42433952865
skl,XMN-a,XEA,73067.90988052025
skl,XMN-a,USA,452527.84475233767
skl,XMN-a,RUS,27952.462567490977
skl,XMN-a,EUR,780863.6226746076
skl,XMN-a,XOE,257681.15690837768
skl,XMN-a,OPC,147753.8417010814
skl,XMN-a,SAS,20941.038013179194
skl,XMN-a,XLC,56602.622351384416
skl,XMN-a,ROW,65178.48629756731
skl,P_C-a,CHN,1690.210496008796
skl,P_C-a,XEA,1517.623569206059
skl,P_C-a,USA,2756.3760555297995
skl,P_C-a,RUS,927.1343399814891
skl,P_C-a,EUR,6590.432021168559
skl,P_C-a,XOE,2964.8734707851686
skl,P_C-a,OPC,3232.5438782539622
skl,P_C-a,SAS,238.05004090534067
skl,P_C-a,XLC,889.7658993596782
skl,P_C-a,ROW,944.4227001844246
skl,ETD-a,CHN,4034.065626582395
skl,ETD-a,XEA,2329.8438531757165
skl,ETD-a,USA,12317.268886011385
skl,ETD-a,RUS,924.4407267077183
skl,ETD-a,EUR,25200.618952276902
skl,ETD-a,XOE,9937.428066229448
skl,ETD-a,OPC,3491.151056833824
skl,ETD-a,SAS,4939.222224830335
skl,ETD-a,XLC,1326.4568828267118
skl,ETD-a,ROW,6980.269004394922
skl,CLP-a,CHN,416.04429060046266
skl,CLP-a,XEA,570.9517735615141
skl,CLP-a,USA,1479.3016625552564
skl,CLP-a,RUS,8.824646606634712
skl,CLP-a,EUR,4120.691101060204
skl,CLP-a,XOE,1812.0030369459228
skl,CLP-a,OPC,401.875054010564
skl,CLP-a,SAS,2987.356985217994
skl,CLP-a,XLC,70.92659718967685
skl,CLP-a,ROW,1090.7674149384043
skl,OLP-a,CHN,21.162119664544914
skl,OLP-a,XEA,165.84827556670717
skl,OLP-a,USA,58.055927160528064
skl,OLP-a,RUS,13.6067879337457
skl,OLP-a,EUR,767.2165149101056
skl,OLP-a,XOE,1531.1784559465011
skl,OLP-a,OPC,609.5813564043492
skl,OLP-a,SAS,284.0851715485545
skl,OLP-a,XLC,381.87275810681433
skl,OLP-a,ROW,133.02876230090897
skl,GSP-a,CHN,68.3850814622155
skl,GSP-a,XEA,290.26166270808943
skl,GSP-a,USA,337.04996803555434
skl,GSP-a,RUS,77.62463986475944
skl,GSP-a,EUR,1641.0208759456873
skl,GSP-a,XOE,911.9404357671738
skl,GSP-a,OPC,429.3670932799577
skl,GSP-a,SAS,317.04969085437915
skl,GSP-a,XLC,125.53470590523989
skl,GSP-a,ROW,520.6535858390853
skl,NUC-a,CHN,284.32453675704335
skl,NUC-a,XEA,33.60778463392117
skl,NUC-a,USA,4055.9963874087057
skl,NUC-a,RUS,44.578536987304695
skl,NUC-a,EUR,13384.130221716006
skl,NUC-a,XOE,2879.9419898986816
skl,NUC-a,OPC,250.81002214550966
skl,NUC-a,SAS,593.294455201578
skl,NUC-a,XLC,52.56316195739408
skl,NUC-a,ROW,3389.369442616035
skl,HYD-a,CHN,1109.942652593479
skl,HYD-a,XEA,520.3242793503089
skl,HYD-a,USA,318.8237648911175
skl,HYD-a,RUS,11.956949472427368
skl,HYD-a,EUR,2688.7295639580116
skl,HYD-a,XOE,1992.945498436689
skl,HYD-a,OPC,1099.5080434679985
skl,HYD-a,SAS,636.2014450996222
skl,HYD-a,XLC,313.5920294983093
skl,HYD-a,ROW,1010.026695678638
skl,SOL-a,CHN,2.2561308322545357
skl,SOL-a,XEA,0.2964839831890822
skl,SOL-a,USA,7.723123288351777
skl,SOL-a,EUR,881.8517664063255
skl,SOL-a,XOE,75.45847707986832
skl,SOL-a,SAS,7.644336639156464
skl,SOL-a,XLC,0.14727835230684216
skl,SOL-a,ROW,2.3863691535361657
skl,WND-a,CHN,136.85480959950291
skl,WND-a,XEA,5.220582615374318
skl,WND-a,USA,187.47773875899458
skl,WND-a,RUS,2.8814904895217303e-05
skl,WND-a,EUR,3142.374082575552
skl,WND-a,XOE,252.31685913354158
skl,WND-a,OPC,30.56470785290002
skl,WND-a,SAS,278.1139762588465
skl,WND-a,XLC,15.26983282789163
skl,WND-a,ROW,113.71400618511248
skl,XEL-a,CHN,85.3536502675916
skl,XEL-a,XEA,73.87465701069758
skl,XEL-a,USA,147.8499123327691
skl,XEL-a,RUS,0.5721598863601685
skl,XEL-a,EUR,2397.6891043059877
skl,XEL-a,XOE,530.6287002265453
skl,XEL-a,OPC,211.13933389540762
skl,XEL-a,SAS,172.6595648427327
skl,XEL-a,XLC,103.27078261729655
skl,XEL-a,ROW,31.056684484675838
skl,SRV-a,CHN,852638.2973500033
skl,SRV-a,XEA,414201.4782303887
skl,SRV-a,USA,5393584.225529278
skl,SRV-a,RUS,300619.1842119998
skl,SRV-a,EUR,4185596.2436467386
skl,SRV-a,XOE,2491880.0545691233
skl,SRV-a,OPC,863102.7621977606
skl,SRV-a,SAS,397885.1171558132
skl,SRV-a,XLC,490751.34540066775
skl,SRV-a,ROW,517330.4586269252
cap,AGR-a,CHN,65139.88210349955
cap,AGR-a,XEA,13556.136571423262
cap,AGR-a,USA,52699.550086546806
cap,AGR-a,RUS,5689.518909476185
cap,AGR-a,EUR,50144.9873034975
cap,AGR-a,XOE,36063.096321452686
cap,AGR-a,OPC,133828.3656206757
cap,AGR-a,SAS,62969.39586457534
cap,AGR-a,XLC,34872.73940225933
cap,AGR-a,ROW,56098.877107420645
cap,FRS-a,CHN,10674.461503547376
cap,FRS-a,XEA,9188.950845583975
cap,FRS-a,USA,6130.741134918511
cap,FRS-a,RUS,2547.7931855841766
cap,FRS-a,EUR,19732.317090126933
cap,FRS-a,XOE,6920.491546934554
cap,FRS-a,OPC,3106.6305984952155
cap,FRS-a,SAS,9049.516424359204
cap,FRS-a,XLC,5714.752399876153
cap,FRS-a,ROW,6685.055347822135
cap,COA-a,CHN,17515.18255963933
cap,COA-a,XEA,21084.06427782232
cap,COA-a,USA,10289.548404598265
cap,COA-a,RUS,1201.694194845361
cap,COA-a,EUR,3146.226984295565
cap,COA-a,XOE,12026.059430853336
cap,COA-a,OPC,361.6734104098782
cap,COA-a,SAS,3474.0433325827385
cap,COA-a,XLC,3682.7483855320625
cap,COA-a,ROW,4108.772827933693
cap,OIL-a,CHN,29010.88316521765
cap,OIL-a,XEA,37232.38823550266
cap,OIL-a,USA,74843.4985217386
cap,OIL-a,RUS,118194.64908052955
cap,OIL-a,EUR,63371.50739112718
cap,OIL-a,XOE,42784.6847284044
cap,OIL-a,OPC,634627.9185692476
cap,OIL-a,SAS,7166.695762478777
cap,OIL-a,XLC,36790.36897393148
cap,OIL-a,ROW,45211.75825311272
cap,GAS-a,CHN,186.47630490866584
cap,GAS-a,XEA,27559.52130356208
cap,GAS-a,USA,31296.19267072923
cap,GAS-a,RUS,22285.420399553306
cap,GAS-a,EUR,36258.3250552562
cap,GAS-a,XOE,16303.988529245691
cap,GAS-a,OPC,80516.02916589812
cap,GAS-a,SAS,9889.503203701037
cap,GAS-a,XLC,6787.916769287594
cap,GAS-a,ROW,16418.69843820517
cap,OXT-a,CHN,46759.102644643615
cap,OXT-a,XEA,23804.073030777774
cap,OXT-a,USA,7507.646611516613
cap,OXT-a,RUS,5858.847126691487
cap,OXT-a,EUR,14353.915093479904
cap,OXT-a,XOE,59566.63338357273
cap,OXT-a,OPC,41996.20240110018
cap,OXT-a,SAS,9502.644351489822
cap,OXT-a,XLC,25544.7198608953
cap,OXT-a,ROW,18936.64125594846
cap,EIT-a,CHN,406328.2259036874
cap,EIT-a,XEA,127401.2683389718
cap,EIT-a,USA,273936.88286667335
cap,EIT-a,RUS,35516.141468150265
cap,EIT-a,EUR,452125.22181948175
cap,EIT-a,XOE,249831.87188095044
cap,EIT-a,OPC,219952.59863447363
cap,EIT-a,SAS,57361.35722576385
cap,EIT-a,XLC,111472.6094573182
cap,EIT-a,ROW,97552.56952373525
cap,XMN-a,CHN,657973.1438968361
cap,XMN-a,XEA,295362.471826418
cap,XMN-a,USA,379150.33638430014
cap,XMN-a,RUS,54924.94015073555
cap,XMN-a,EUR,801095.4145527936
cap,XMN-a,XOE,427450.3581254394
cap,XMN-a,OPC,258916.99823569163
cap,XMN-a,SAS,156003.38143823374
cap,XMN-a,XLC,235318.29618247977
cap,XMN-a,ROW,206934.37488318456
cap,P_C-a,CHN,15904.964924805598
cap,P_C-a,XEA,10920.724085252865
cap,P_C-a,USA,7489.715102843047
cap,P_C-a,RUS,11531.824849574203
cap,P_C-a,EUR,17119.254697633398
cap,P_C-a,XOE,13213.080860709062
cap,P_C-a,OPC,64622.05074175492
cap,P_C-a,SAS,11031.096271852528
cap,P_C-a,XLC,12171.733781873018
cap,P_C-a,ROW,6065.351589204655
cap,ETD-a,CHN,8941.084370856679
cap,ETD-a,XEA,7052.358599422691
cap,ETD-a,USA,22159.418402588715
cap,ETD-a,RUS,757.6474421987742
cap,ETD-a,EUR,20375.7293333095
cap,ETD-a,XOE,17004.548672747478
cap,ETD-a,OPC,9299.472964819019
cap,ETD-a,SAS,8577.273709077519
cap,ETD-a,XLC,4334.839552260034
cap,ETD-a,ROW,10662.981970112281
cap,CLP-a,CHN,10031.83761904456
cap,CLP-a,XEA,4836.125986479176
cap,CLP-a,USA,40621.0146209809
cap,CLP-a,RUS,303.1902943526996
cap,CLP-a,EUR,20121.422045292587
cap,CLP-a,XOE,15649.536228429153
cap,CLP-a,OPC,1017.7063260844445
cap,CLP-a,SAS,9267.955793977835
cap,CLP-a,XLC,990.1864331758883
cap,CLP-a,ROW,6209.461885795159
cap,OLP-a,CHN,50.20491630164182
cap,OLP-a,XEA,286.54971244550734
cap,OLP-a,USA,298.28707822034374
cap,OLP-a,RUS,30.861012778891972
cap,OLP-a,EUR,727.165955742821
cap,OLP-a,XOE,1958.0080549707634
cap,OLP-a,OPC,681.2312586307526
cap,OLP-a,SAS,470.42592212351445
cap,OLP-a,XLC,1107.538949033593
cap,OLP-a,ROW,215.21698788696116
cap,GSP-a,CHN,379.4117381200698
cap,GSP-a,XEA,1651.2894956328107
cap,GSP-a,USA,6410.775809520444
cap,GSP-a,RUS,595.6530495944752
cap,GSP-a,EUR,6995.35083102575
cap,GSP-a,XOE,8659.800364646897
cap,GSP-a,OPC,2081.4446610808372
cap,GSP-a,SAS,1163.4607038642691
cap,GSP-a,XLC,1317.0285150875668
cap,GSP-a,ROW,2182.424976350802
cap,NUC-a,CHN,710.9846582514757
cap,NUC-a,XEA,253.9212473373857
cap,NUC-a,USA,23625.706478797725
cap,NUC-a,RUS,406.05102175883684
cap,NUC-a,EUR,34489.013299634666
cap,NUC-a,XOE,7212.999755859374
cap,NUC-a,OPC,1400.7789474030074
cap,NUC-a,SAS,888.1475528833025
cap,NUC-a,XLC,193.60185484423798
cap,NUC-a,ROW,6619.631762085857
cap,HYD-a,CHN,18440.038782093714
cap,HYD-a,XEA,4822.984104512844
cap,HYD-a,USA,26577.146241297312
cap,HYD-a,RUS,1481.2783804326195
cap,HYD-a,EUR,34078.73518284127
cap,HYD-a,XOE,35042.49990805871
cap,HYD-a,OPC,27011.71948737728
cap,HYD-a,SAS,7720.9543019388875
cap,HYD-a,XLC,8991.268415137627
cap,HYD-a,ROW,11023.806269378372
cap,SOL-a,CHN,105.36359001731593
cap,SOL-a,XEA,11.214425323496641
cap,SOL-a,USA,1128.545433675927
cap,SOL-a,EUR,13239.405097943207
cap,SOL-a,XOE,2250.190397685364
cap,SOL-a,SAS,103.42862905503986
cap,SOL-a,XLC,5.451587103886642
cap,SOL-a,ROW,82.76977398220762
cap,WND-a,CHN,1461.1621151973757
cap,WND-a,XEA,39.80404964017051
cap,WND-a,USA,7004.3801974278285
cap,WND-a,RUS,0.028728460180530484
cap,WND-a,EUR,20139.59770802297
cap,WND-a,XOE,2094.4883651733394
cap,WND-a,OPC,522.6351230443377
cap,WND-a,SAS,1198.4583432638158
cap,WND-a,XLC,125.49276847929639
cap,WND-a,ROW,750.2735149110612
cap,XEL-a,CHN,1361.1870369494861
cap,XEL-a,XEA,942.2073053626348
cap,XEL-a,USA,2139.775641021677
cap,XEL-a,RUS,24.207307815551754
cap,XEL-a,EUR,14975.43161159451
cap,XEL-a,XOE,4867.51970242601
cap,XEL-a,OPC,2227.739874801326
cap,XEL-a,SAS,755.465957986052
cap,XEL-a,XLC,1075.3171891082045
cap,XEL-a,ROW,184.8614480917573
cap,SRV-a,CHN,1397479.5435674898
cap,SRV-a,XEA,839307.5130271579
cap,SRV-a,USA,3050545.744401908
cap,SRV-a,RUS,565332.3090969188
cap,SRV-a,EUR,5022623.572005254
cap,SRV-a,XOE,3047279.9719133675
cap,SRV-a,OPC,1353897.4510847575
cap,SRV-a,SAS,590849.5151438754
cap,SRV-a,XLC,1017809.5324125431
cap,SRV-a,ROW,791782.4407992162
nrs,FRS-a,CHN,4426.387128097351
nrs,FRS-a,XEA,1640.7063118861356
nrs,FRS-a,USA,1536.7100947142874
nrs,FRS-a,RUS,985.3191707119813
nrs,FRS-a,EUR,3805.42294628425
nrs,FRS-a,XOE,1992.3007036539811
nrs,FRS-a,OPC,1250.2734293746762
nrs,FRS-a,SAS,1776.6656484606126
nrs,FRS-a,XLC,1058.0377251585655
nrs,FRS-a,ROW,1639.517602991959
nrs,COA-a,CHN,34053.94188097657
nrs,COA-a,XEA,11756.904997217243
nrs,COA-a,USA,16085.935436301608
nrs,COA-a,RUS,5177.0173626830865
nrs,COA-a,EUR,8729.53515299823
nrs,COA-a,XOE,13093.046377790779
nrs,COA-a,OPC,1201.9689385948247
nrs,COA-a,SAS,2738.290298959747
nrs,COA-a,XLC,2272.0204648834833
nrs,COA-a,ROW,6722.078198373588
nrs,OIL-a,CHN,29138.952443857685
nrs,OIL-a,XEA,20923.95231249678
nrs,OIL-a,USA,55259.53225390771
nrs,OIL-a,RUS,80006.75723800683
nrs,OIL-a,EUR,34843.89518775387
nrs,OIL-a,XOE,27850.970535624318
nrs,OIL-a,OPC,345245.1351612441
nrs,OIL-a,SAS,6278.443818485007
nrs,OIL-a,XLC,23234.00945279801
nrs,OIL-a,ROW,30607.183787587277
nrs,GAS-a,CHN,79.4585186542592
nrs,GAS-a,XEA,9500.309239285156
nrs,GAS-a,USA,5335.243107631519
nrs,GAS-a,RUS,14267.900374784213
nrs,GAS-a,EUR,13916.659199092537
nrs,GAS-a,XOE,8777.25547856671
nrs,GAS-a,OPC,35487.89897057351
nrs,GAS-a,SAS,1807.4768083311697
nrs,GAS-a,XLC,3087.17428006261
nrs,GAS-a,ROW,8269.60279896943
nrs,OXT-a,CHN,18405.450767385144
nrs,OXT-a,XEA,5580.0518540987305
nrs,OXT-a,USA,3369.240037727442
nrs,OXT-a,RUS,1654.000912080342
nrs,OXT-a,EUR,6342.543807105702
nrs,OXT-a,XOE,11265.113119033835
nrs,OXT-a,OPC,9330.179455315967
nrs,OXT-a,SAS,2008.9122989357193
nrs,OXT-a,XLC,6457.509602419908
nrs,OXT-a,ROW,5376.7906565834655
lnd,AGR-a,CHN,157422.51356960763
lnd,AGR-a,XEA,98421.75639961608
lnd,AGR-a,USA,43399.904039862224
lnd,AGR-a,RUS,13276.62868788482
lnd,AGR-a,EUR,35712.027403915745
lnd,AGR-a,XOE,29739.043277276207
lnd,AGR-a,OPC,53321.90487546209
lnd,AGR-a,SAS,153658.67460501022
lnd,AGR-a,XLC,43415.9243304385
lnd,AGR-a,ROW,40763.86217292947
