MARG,COMM,SRC,DST,value
SRV,COA,XEA,OPC,2.1218757462547675
SRV,COA,XEA,SAS,538.9609849711528
SRV,COA,XEA,XLC,7.932617012730191
SRV,COA,XEA,ROW,83.1462119504393
SRV,COA,USA,CHN,41.83717898496866
SRV,COA,USA,XEA,0.4017412261014307
SRV,COA,USA,RUS,90.8479308163981
SRV,COA,USA,EUR,309.5782497023711
SRV,COA,USA,XOE,249.51773978234198
SRV,COA,USA,OPC,90.98949111560553
SRV,COA,USA,SAS,30.481327103657467
SRV,COA,USA,XLC,45.943944297386395
SRV,COA,USA,ROW,200.7062617459662
SRV,COA,RUS,CHN,144.3445969709572
SRV,COA,RUS,XEA,28.08241448883935
SRV,COA,RUS,USA,0.007969702236852205
SRV,COA,RUS,EUR,854.9216501196632
SRV,COA,RUS,XOE,405.5817857780845
SRV,COA,RUS,OPC,23.696013491955387
SRV,COA,RUS,SAS,10.53693866756963
SRV,COA,RUS,XLC,0.00025441009752327916
SRV,COA,RUS,ROW,191.26223253283078
SRV,COA,EUR,CHN,0.001730435908644898
SRV,COA,EUR,XEA,0.05086033472104878
SRV,COA,EUR,USA,0.006144238979380535
SRV,COA,EUR,RUS,0.04632184988090429
SRV,COA,EUR,EUR,411.9410792665846
SRV,COA,EUR,XOE,0.6181206345104705
SRV,COA,EUR,OPC,0.2964162305095664
SRV,COA,EUR,SAS,0.6259391690146079
SRV,COA,EUR,XLC,0.0017919373950623801
SRV,COA,EUR,ROW,4.3010917472361605
SRV,COA,XOE,CHN,414.82426902695283
SRV,COA,XOE,XEA,410.8838473981489
SRV,COA,XOE,USA,18.926562822644147
SRV,COA,XOE,RUS,1.1134847105961292
SRV,COA,XOE,EUR,381.9808888869658
SRV,COA,XOE,XOE,2175.1387655011945
SRV,COA,XOE,OPC,135.92208715125508
SRV,COA,XOE,SAS,1573.5436436856296
SRV,COA,XOE,XLC,58.30088256177878
SRV,COA,XOE,ROW,179.06535344560513
SRV,COA,OPC,CHN,0.04601665781011075
SRV,COA,OPC,XEA,0.04000750962112781
SRV,COA,OPC,USA,3.267698817241728
SRV,COA,OPC,RUS,236.47712794529332
SRV,COA,OPC,EUR,98.22298397530163
SRV,COA,OPC,XOE,0.3088336989423377
SRV,COA,OPC,OPC,4.555009806068311
SRV,COA,OPC,SAS,2.253652514638027
SRV,COA,OPC,XLC,0.925441628405592
SRV,COA,OPC,ROW,58.558657760871974
SRV,COA,SAS,CHN,0.1298276236323936
SRV,COA,SAS,XEA,0.02177199947107732
SRV,COA,SAS,USA,2.4372469286377664e-06
SRV,COA,SAS,EUR,0.0002888917844941871
SRV,COA,SAS,XOE,0.00028646977263653973
SRV,COA,SAS,OPC,0.015339638588370619
SRV,COA,SAS,SAS,23.334726723049524
SRV,COA,SAS,XLC,4.866801568521437e-05
SRV,COA,SAS,ROW,0.03632627722764087
SRV,COA,XLC,CHN,0.05092182926926063
SRV,COA,XLC,XEA,0.07383616898177862
SRV,COA,XLC,USA,79.74822088101713
SRV,COA,XLC,RUS,0.005226448213272171
SRV,COA,XLC,EUR,401.66742746270813
SRV,COA,XLC,XOE,35.5357875809003
SRV,COA,XLC,OPC,58.70995019124812
SRV,COA,XLC,SAS,0.0017523346576694306
SRV,COA,XLC,XLC,89.82357688344231
SRV,COA,XLC,ROW,89.99759079608059
SRV,COA,ROW,CHN,258.7517457933673
SRV,COA,ROW,XEA,44.765556095422866
SRV,COA,ROW,USA,0.6340610794105699
SRV,COA,ROW,RUS,5.2567004216776985
SRV,COA,ROW,EUR,212.12197160628395
SRV,COA,ROW,XOE,48.29497458991461
SRV,COA,ROW,OPC,32.681880686693155
SRV,COA,ROW,SAS,171.71218338572285
SRV,COA,ROW,XLC,4.379081945517425
SRV,COA,ROW,ROW,108.14195450806902
SRV,OIL,CHN,XEA,23.314259315864362
SRV,OIL,CHN,USA,0.8010754935904367
SRV,OIL,CHN,EUR,3.458333700117462e-05
SRV,OIL,CHN,XOE,1.698426065815222
SRV,OIL,CHN,OPC,0.0664749399105413
SRV,OIL,CHN,XLC,0.008863803815216202
SRV,OIL,CHN,ROW,0.008595259851397986
SRV,OIL,XEA,CHN,96.63103078242013
SRV,OIL,XEA,XEA,245.78340892868428
SRV,OIL,XEA,USA,48.69852513653945
SRV,OIL,XEA,RUS,0.0075420140134105414
SRV,OIL,XEA,EUR,0.20497790542146108
SRV,OIL,XEA,XOE,689.9093002098562
SRV,OIL,XEA,OPC,0.641927275172476
SRV,OIL,XEA,SAS,102.60676920268064
SRV,OIL,XEA,XLC,0.5781955002141997
SRV,OIL,XEA,ROW,0.13130835181272102
SRV,OIL,USA,XEA,0.10783302518927637
SRV,OIL,USA,EUR,0.06889106132658658
SRV,OIL,USA,XOE,13.266022859824021
SRV,OIL,USA,OPC,0.20380901726541611
SRV,OIL,USA,XLC,0.4771142574201961
SRV,OIL,USA,ROW,0.0260005528692106
SRV,OIL,RUS,CHN,820.7878528342134
SRV,OIL,RUS,XEA,82.87875819162632
SRV,OIL,RUS,USA,435.1518563216906
SRV,OIL,RUS,EUR,5334.681100253862
SRV,OIL,RUS,XOE,574.3495422454168
SRV,OIL,RUS,OPC,2.979521835196032
SRV,OIL,RUS,SAS,8.696082733916041
SRV,OIL,RUS,XLC,8.103266853532268
SRV,OIL,RUS,ROW,528.7201202785776
SRV,OIL,EUR,CHN,9.36919818771027
SRV,OIL,EUR,XEA,0.5992740168285954
SRV,OIL,EUR,USA,166.6005421187959
SRV,OIL,EUR,RUS,0.00014552714570424753
SRV,OIL,EUR,EUR,1326.7458524857761
SRV,OIL,EUR,XOE,68.53530225374448
SRV,OIL,EUR,OPC,0.18577421695277394
SRV,OIL,EUR,SAS,1.064999087406452
SRV,OIL,EUR,XLC,3.3305360039342884
SRV,OIL,EUR,ROW,11.213659869240438
SRV,OIL,XOE,CHN,72.52440056162482
SRV,OIL,XOE,XEA,75.55327610065552
SRV,OIL,XOE,USA,1873.0528659016493
SRV,OIL,XOE,RUS,0.00039674371639583715
SRV,OIL,XOE,EUR,0.14369989194277313
SRV,OIL,XOE,XOE,63.90937750652794
SRV,OIL,XOE,OPC,0.09459458751062103
SRV,OIL,XOE,SAS,14.127432557902383
SRV,OIL,XOE,XLC,18.57145133576053
SRV,OIL,XOE,ROW,0.0695657426690558
SRV,OIL,OPC,CHN,5230.165752248052
SRV,OIL,OPC,XEA,3898.473538249833
SRV,OIL,OPC,USA,7272.657782575304
SRV,OIL,OPC,RUS,0.7868553392728483
SRV,OIL,OPC,EUR,5574.011273853742
SRV,OIL,OPC,XOE,7703.537797856355
SRV,OIL,OPC,OPC,440.44217361951615
SRV,OIL,OPC,SAS,6014.763126748536
SRV,OIL,OPC,XLC,408.8269095522821
SRV,OIL,OPC,ROW,1874.892276361372
SRV,OIL,SAS,CHN,1.9701606104258274e-06
SRV,OIL,SAS,XEA,0.03364828072391109
SRV,OIL,SAS,EUR,4.148513055591392e-06
SRV,OIL,SAS,XOE,0.0010253814309040539
SRV,OIL,SAS,OPC,0.1425797923343294
SRV,OIL,SAS,SAS,6.582382332518905e-06
SRV,OIL,SAS,ROW,0.01167066340206496
SRV,OIL,XLC,CHN,81.53505898778852
SRV,OIL,XLC,XEA,0.2564784688179345
SRV,OIL,XLC,USA,1767.3796441854397
SRV,OIL,XLC,EUR,99.51937534520529
SRV,OIL,XLC,XOE,16.362395195917248
SRV,OIL,XLC,OPC,0.5666228395546061
SRV,OIL,XLC,SAS,43.32904033914515
SRV,OIL,XLC,XLC,192.10625337830584
SRV,OIL,XLC,ROW,0.015596187497054829
SRV,OIL,ROW,CHN,623.7493112905023
SRV,OIL,ROW,XEA,167.49868499469505
SRV,OIL,ROW,USA,465.96094805257866
SRV,OIL,ROW,RUS,0.029191332486974985
SRV,OIL,ROW,EUR,865.8013040295317
SRV,OIL,ROW,XOE,130.84149241537892
SRV,OIL,ROW,OPC,19.295537400529497
SRV,OIL,ROW,SAS,182.39920908781986
SRV,OIL,ROW,XLC,36.27047845726779
SRV,OIL,ROW,ROW,136.35103791349155
SRV,GAS,CHN,XEA,0.007907623402840376
SRV,GAS,CHN,EUR,9.561891152419211e-07
SRV,GAS,CHN,XOE,0.006643627563323292
SRV,GAS,CHN,OPC,0.0019238020737608063
SRV,GAS,CHN,ROW,0.007736306729604583
SRV,GAS,XEA,CHN,0.07251144880370874
SRV,GAS,XEA,XEA,374.9055446204951
SRV,GAS,XEA,USA,1.0306389918432144
SRV,GAS,XEA,RUS,1.9440728927094832
SRV,GAS,XEA,EUR,7.339010688000509
SRV,GAS,XEA,XOE,1208.2356041481023
SRV,GAS,XEA,OPC,4.008756026960986
SRV,GAS,XEA,SAS,0.11087733507176806
SRV,GAS,XEA,XLC,1.2794005826780877
SRV,GAS,XEA,ROW,2.1920933373598763
SRV,GAS,USA,CHN,0.8119784036861566
SRV,GAS,USA,XEA,0.03182728218524904
SRV,GAS,USA,EUR,3.5412594564673434e-06
SRV,GAS,USA,XOE,147.88316248414642
SRV,GAS,USA,OPC,3.2259103822198956
SRV,GAS,USA,XLC,121.71997069418725
SRV,GAS,USA,ROW,0.026828395956163303
SRV,GAS,RUS,XEA,0.020716518413270546
SRV,GAS,RUS,EUR,874.050011150831
SRV,GAS,RUS,XOE,0.04382589115879893
SRV,GAS,RUS,OPC,8.612669251440057
SRV,GAS,RUS,ROW,1353.5829502628637
SRV,GAS,EUR,CHN,0.00011634729830128289
SRV,GAS,EUR,XEA,0.016114265561512783
SRV,GAS,EUR,USA,3.52423521491545
SRV,GAS,EUR,RUS,0.0012514986538176862
SRV,GAS,EUR,EUR,887.1765150780486
SRV,GAS,EUR,XOE,0.01905361084162763
SRV,GAS,EUR,OPC,0.00791758581446323
SRV,GAS,EUR,SAS,1.1650514458325812e-05
SRV,GAS,EUR,XLC,0.016873311953543482
SRV,GAS,EUR,ROW,3.1215057573171525
SRV,GAS,XOE,CHN,6.4014847823777234
SRV,GAS,XOE,XEA,10.464411564080205
SRV,GAS,XOE,USA,675.9181113067754
SRV,GAS,XOE,RUS,0.018264474465996303
SRV,GAS,XOE,EUR,0.03699279734167425
SRV,GAS,XOE,XOE,394.0931962790416
SRV,GAS,XOE,OPC,0.012918989777388177
SRV,GAS,XOE,SAS,0.0003305381072654999
SRV,GAS,XOE,XLC,3.1665786589914138
SRV,GAS,XOE,ROW,0.011382207747661834
SRV,GAS,OPC,CHN,0.8134462506924672
SRV,GAS,OPC,XEA,167.6942856102582
SRV,GAS,OPC,USA,176.18088360735388
SRV,GAS,OPC,RUS,0.35085387182177935
SRV,GAS,OPC,EUR,1644.2987873162301
SRV,GAS,OPC,XOE,1004.1774466624689
SRV,GAS,OPC,OPC,1.4322394721822522
SRV,GAS,OPC,SAS,302.04801385644043
SRV,GAS,OPC,XLC,85.80941061842883
SRV,GAS,OPC,ROW,623.419319932022
SRV,GAS,SAS,XEA,0.006550029153826631
SRV,GAS,SAS,EUR,3.6761829409260526e-09
SRV,GAS,SAS,XOE,4.208106878562352e-05
SRV,GAS,SAS,OPC,0.0016745209795175288
SRV,GAS,SAS,SAS,7.70426005654732e-07
SRV,GAS,SAS,ROW,0.005698782893223164
SRV,GAS,XLC,CHN,5.47917228603983e-05
SRV,GAS,XLC,XEA,2.869411608551407
SRV,GAS,XLC,USA,56.29054026323283
SRV,GAS,XLC,EUR,50.577147931196414
SRV,GAS,XLC,XOE,6.5888877046023735
SRV,GAS,XLC,OPC,35.175642524324196
SRV,GAS,XLC,SAS,10.805533641601713
SRV,GAS,XLC,XLC,15.126540689043024
SRV,GAS,XLC,ROW,0.09962885886968051
SRV,GAS,ROW,CHN,0.013878611214372548
SRV,GAS,ROW,XEA,15.6899796848628
SRV,GAS,ROW,USA,8.818101558534519
SRV,GAS,ROW,RUS,0.43492984399214424
SRV,GAS,ROW,EUR,56.89835889208858
SRV,GAS,ROW,XOE,40.41523326296661
SRV,GAS,ROW,OPC,89.4668373369632
SRV,GAS,ROW,SAS,0.019331427505804525
SRV,GAS,ROW,XLC,0.11676646153300815
SRV,GAS,ROW,ROW,286.0892585316455
SRV,P_C,CHN,XEA,1039.6717321108367
SRV,P_C,CHN,USA,65.33162134373073
SRV,P_C,CHN,RUS,118.20615649755015
SRV,P_C,CHN,EUR,178.9788939449964
SRV,P_C,CHN,XOE,372.27839886507627
SRV,P_C,CHN,OPC,243.81016858969707
SRV,P_C,CHN,SAS,250.21786416220706
SRV,P_C,CHN,XLC,31.814056014656465
SRV,P_C,CHN,ROW,128.05227773815463
SRV,P_C,XEA,CHN,338.1267214774647
SRV,P_C,XEA,XEA,2284.299834011849
SRV,P_C,XEA,USA,65.44877403150703
SRV,P_C,XEA,RUS,0.5669998807296663
SRV,P_C,XEA,EUR,95.28482894657601
SRV,P_C,XEA,XOE,575.515003867591
SRV,P_C,XEA,OPC,29.51029943845954
SRV,P_C,XEA,SAS,263.0289619976621
SRV,P_C,XEA,XLC,15.365954490491799
SRV,P_C,XEA,ROW,36.29962570749389
SRV,P_C,USA,CHN,147.76958396322044
SRV,P_C,USA,XEA,111.63872817124081
SRV,P_C,USA,RUS,21.898822972981453
SRV,P_C,USA,EUR,2688.0359612234015
SRV,P_C,USA,XOE,1224.8233245920553
SRV,P_C,USA,OPC,1473.683515066172
SRV,P_C,USA,SAS,86.6309228625168
SRV,P_C,USA,XLC,2591.2197464616943
SRV,P_C,USA,ROW,1325.0766176911102
SRV,P_C,RUS,CHN,212.60329238914463
SRV,P_C,RUS,XEA,63.62520560946262
SRV,P_C,RUS,USA,675.2515505001087
SRV,P_C,RUS,EUR,2457.904283699407
SRV,P_C,RUS,XOE,89.36629040687441
SRV,P_C,RUS,OPC,120.40062925571611
SRV,P_C,RUS,SAS,10.933640495245834
SRV,P_C,RUS,XLC,21.18970941981171
SRV,P_C,RUS,ROW,392.82009588095667
SRV,P_C,EUR,CHN,46.23133370430459
SRV,P_C,EUR,XEA,56.53864548430205
SRV,P_C,EUR,USA,824.884488510527
SRV,P_C,EUR,RUS,71.6946226111117
SRV,P_C,EUR,EUR,3274.263659483462
SRV,P_C,EUR,XOE,122.94375333842137
SRV,P_C,EUR,OPC,585.4075502985808
SRV,P_C,EUR,SAS,27.484646544738364
SRV,P_C,EUR,XLC,115.89492786923985
SRV,P_C,EUR,ROW,1038.2139667512668
SRV,P_C,XOE,CHN,797.3678413662575
SRV,P_C,XOE,XEA,765.372679490457
SRV,P_C,XOE,USA,903.5597175242632
SRV,P_C,XOE,RUS,14.731958473570993
SRV,P_C,XOE,EUR,216.18477902520294
SRV,P_C,XOE,XOE,841.553056179249
SRV,P_C,XOE,OPC,97.06841590660552
SRV,P_C,XOE,SAS,77.9940865713952
SRV,P_C,XOE,XLC,98.7082197579149
SRV,P_C,XOE,ROW,30.74223191768368
SRV,P_C,OPC,CHN,707.769556806473
SRV,P_C,OPC,XEA,1236.3209786596758
SRV,P_C,OPC,USA,872.1734270433582
SRV,P_C,OPC,RUS,3.476220032558887
SRV,P_C,OPC,EUR,1363.1339234193065
SRV,P_C,OPC,XOE,2357.9759181063746
SRV,P_C,OPC,OPC,965.7516233024518
SRV,P_C,OPC,SAS,979.9271363861376
SRV,P_C,OPC,XLC,399.0276147819693
SRV,P_C,OPC,ROW,1218.521798270474
SRV,P_C,SAS,CHN,8.50009621664395
SRV,P_C,SAS,XEA,266.00083780482805
SRV,P_C,SAS,USA,220.539464416526
SRV,P_C,SAS,RUS,1.2511199998515992
SRV,P_C,SAS,EUR,631.3113312981317
SRV,P_C,SAS,XOE,262.23960408033395
SRV,P_C,SAS,OPC,599.1212433528837
SRV,P_C,SAS,SAS,165.0247423656716
SRV,P_C,SAS,XLC,6.06422072786736
SRV,P_C,SAS,ROW,610.2758572971912
SRV,P_C,XLC,CHN,5.749626974796943
SRV,P_C,XLC,XEA,22.57061352634758
SRV,P_C,XLC,USA,537.3704495643125
SRV,P_C,XLC,RUS,0.38192656119829727
SRV,P_C,XLC,EUR,92.85018332829533
SRV,P_C,XLC,XOE,37.070373727527134
SRV,P_C,XLC,OPC,141.78346027816295
SRV,P_C,XLC,SAS,1.699783142324136
SRV,P_C,XLC,XLC,318.28937950877713
SRV,P_C,XLC,ROW,32.037817881733716
SRV,P_C,ROW,CHN,3.4975035670172914
SRV,P_C,ROW,XEA,30.206869083909236
SRV,P_C,ROW,USA,67.88054654421119
SRV,P_C,ROW,RUS,220.25314878521425
SRV,P_C,ROW,EUR,827.3397446715691
SRV,P_C,ROW,XOE,14.237263850069937
SRV,P_C,ROW,OPC,246.7024676064534
SRV,P_C,ROW,SAS,10.860108469547137
SRV,P_C,ROW,XLC,8.209585062286099
SRV,P_C,ROW,ROW,774.0307619223024
SRV,AGR,CHN,XEA,940.8279987055305
SRV,AGR,CHN,USA,101.0947661134459
SRV,AGR,CHN,RUS,182.56307177279655
SRV,AGR,CHN,EUR,191.96582281899114
SRV,AGR,CHN,XOE,463.05905835507843
SRV,AGR,CHN,OPC,149.31038675737426
SRV,AGR,CHN,SAS,119.29394158806383
SRV,AGR,CHN,XLC,33.31758429149834
SRV,AGR,CHN,ROW,81.6548379289426
SRV,AGR,XEA,CHN,887.0333710268035
SRV,AGR,XEA,XEA,608.9365104355169
SRV,AGR,XEA,USA,152.04327278496834
SRV,AGR,XEA,RUS,24.64097000198833
SRV,AGR,XEA,EUR,240.04594173304
SRV,AGR,XEA,XOE,506.4711116378987
SRV,AGR,XEA,OPC,103.95490094198014
SRV,AGR,XEA,SAS,115.75352538456868
SRV,AGR,XEA,XLC,8.46090506732729
SRV,AGR,XEA,ROW,26.35536500528419
SRV,AGR,USA,CHN,3282.332211709682
SRV,AGR,USA,XEA,1305.3146174152457
SRV,AGR,USA,RUS,31.102838909139173
SRV,AGR,USA,EUR,172.06091879439248
SRV,AGR,USA,XOE,3272.4800419322105
SRV,AGR,USA,OPC,606.0777854448303
SRV,AGR,USA,SAS,91.31433136365756
SRV,AGR,USA,XLC,1771.501237693996
SRV,AGR,USA,ROW,638.027867630004
SRV,AGR,RUS,CHN,1.167767085546101
SRV,AGR,RUS,XEA,2.9278989848975843
SRV,AGR,RUS,USA,1.6309752312387935
SRV,AGR,RUS,EUR,59.29959248239162
SRV,AGR,RUS,XOE,1.7873182882928678
SRV,AGR,RUS,OPC,80.17525156944217
SRV,AGR,RUS,SAS,11.148609877303514
SRV,AGR,RUS,XLC,0.01782248610794651
SRV,AGR,RUS,ROW,399.6371086693936
SRV,AGR,EUR,CHN,81.36759877810802
SRV,AGR,EUR,XEA,81.29531097659955
SRV,AGR,EUR,USA,186.4363285940119
SRV,AGR,EUR,RUS,694.3216721340835
SRV,AGR,EUR,EUR,3670.315813324867
SRV,AGR,EUR,XOE,115.72782043021601
SRV,AGR,EUR,OPC,625.9928961861322
SRV,AGR,EUR,SAS,21.182380412157087
SRV,AGR,EUR,XLC,39.60812133616738
SRV,AGR,EUR,ROW,1018.8488127241152
SRV,AGR,XOE,CHN,491.10488231331203
SRV,AGR,XOE,XEA,656.5705011873549
SRV,AGR,XOE,USA,974.7938512972638
SRV,AGR,XOE,RUS,18.112471472074645
SRV,AGR,XOE,EUR,299.6968148089283
SRV,AGR,XOE,XOE,873.4679018949171
SRV,AGR,XOE,OPC,324.9960076484325
SRV,AGR,XOE,SAS,268.6187590164811
SRV,AGR,XOE,XLC,213.67836654855108
SRV,AGR,XOE,ROW,170.8532296659392
SRV,AGR,OPC,CHN,2731.2361461584683
SRV,AGR,OPC,XEA,243.3754263221322
SRV,AGR,OPC,USA,165.28530118618576
SRV,AGR,OPC,RUS,106.504728280055
SRV,AGR,OPC,EUR,1237.9413600002306
SRV,AGR,OPC,XOE,238.5818765110305
SRV,AGR,OPC,OPC,1105.3104497613115
SRV,AGR,OPC,SAS,49.87944054278843
SRV,AGR,OPC,XLC,85.77166795704342
SRV,AGR,OPC,ROW,294.92576628953566
SRV,AGR,SAS,CHN,196.35394144398938
SRV,AGR,SAS,XEA,337.0371089434472
SRV,AGR,SAS,USA,78.9915191609893
SRV,AGR,SAS,RUS,80.46001898407057
SRV,AGR,SAS,EUR,222.46650152547113
SRV,AGR,SAS,XOE,49.639346746902845
SRV,AGR,SAS,OPC,310.19359730092356
SRV,AGR,SAS,SAS,486.0800516728916
SRV,AGR,SAS,XLC,22.778551544148286
SRV,AGR,SAS,ROW,82.09132251211001
SRV,AGR,XLC,CHN,1271.016396968904
SRV,AGR,XLC,XEA,236.057184243988
SRV,AGR,XLC,USA,5530.428550296499
SRV,AGR,XLC,RUS,313.41959467475516
SRV,AGR,XLC,EUR,2203.1346865531286
SRV,AGR,XLC,XOE,694.2504949127134
SRV,AGR,XLC,OPC,685.2542901557772
SRV,AGR,XLC,SAS,19.6500654276519
SRV,AGR,XLC,XLC,697.6314349064248
SRV,AGR,XLC,ROW,373.88286960320346
SRV,AGR,ROW,CHN,174.62642903965076
SRV,AGR,ROW,XEA,198.1956329037034
SRV,AGR,ROW,USA,195.699339567821
SRV,AGR,ROW,RUS,1024.4263540535162
SRV,AGR,ROW,EUR,3010.0857492222785
SRV,AGR,ROW,XOE,128.97688985392804
SRV,AGR,ROW,OPC,1124.8952851746676
SRV,AGR,ROW,SAS,175.78626664190088
SRV,AGR,ROW,XLC,53.40701357159366
SRV,AGR,ROW,ROW,1007.2789717717498
SRV,OXT,CHN,XEA,194.17775938846637
SRV,OXT,CHN,USA,135.64607531528094
SRV,OXT,CHN,RUS,9.743457913287095
SRV,OXT,CHN,EUR,165.04274181690303
SRV,OXT,CHN,XOE,258.21539187144265
SRV,OXT,CHN,OPC,22.045186736180792
SRV,OXT,CHN,SAS,32.404882309749524
SRV,OXT,CHN,XLC,15.156955541713543
SRV,OXT,CHN,ROW,38.94790717960846
SRV,OXT,XEA,CHN,4497.470783091739
SRV,OXT,XEA,XEA,846.3541316926992
SRV,OXT,XEA,USA,42.18297328603719
SRV,OXT,XEA,RUS,9.34921495396738
SRV,OXT,XEA,EUR,646.24574968231
SRV,OXT,XEA,XOE,3668.626655250908
SRV,OXT,XEA,OPC,4.207066738603921
SRV,OXT,XEA,SAS,1323.8840341926639
SRV,OXT,XEA,XLC,7.630884199367703
SRV,OXT,XEA,ROW,20.04545902864257
SRV,OXT,USA,CHN,912.5321701984915
SRV,OXT,USA,XEA,54.19856956378811
SRV,OXT,USA,RUS,1.9238317592169232
SRV,OXT,USA,EUR,85.44189253266818
SRV,OXT,USA,XOE,925.4751717939407
SRV,OXT,USA,OPC,58.65100023622693
