COMM,REG,value
agr,USA,19786.413758630166
agr,E27,53904.439325317624
agr,ROW,113423.48376448199
man,USA,632481.9200484902
man,E27,1226814.597036446
man,ROW,1849921.2223234517
srv,USA,83541.94232659106
srv,E27,420743.7273212817
srv,ROW,484107.84170392156
