COMM,REG,value
agr,USA,64421.846363186836
agr,E27,82521.08469185114
agr,ROW,1185408.7137722545
man,USA,1679545.860446658
man,E27,2151465.3637733767
man,ROW,5654133.713060291
srv,USA,8407847.836669922
srv,E27,4975691.793315217
srv,ROW,13038035.915791154
