ACTS,REG,value
agr-a,USA,-5.0
agr-a,E27,-5.0
agr-a,ROW,-5.0
man-a,USA,-5.0
man-a,E27,-5.0
man-a,ROW,-5.0
srv-a,USA,-5.0
srv-a,E27,-5.0
srv-a,ROW,-5.0
