ACTS,REG,value
agr-a,USA,0.25785961735747315
agr-a,E27,0.2539399773839471
agr-a,ROW,0.2553289776698258
man-a,USA,1.1500654791364577
man-a,E27,1.2112356889196734
man-a,ROW,0.9701355886619427
srv-a,USA,1.3516036751627067
srv-a,E27,1.3277516420510804
srv-a,ROW,1.3860066519295193
