COMM,REG,value
agr,USA,18608.903265351662
agr,E27,54144.64594113024
agr,ROW,109067.88917361101
man,USA,583525.506340757
man,E27,993989.5618064329
man,ROW,1622166.2293059407
srv,USA,83454.66742424731
srv,E27,384740.8277617713
srv,ROW,463403.00266510976
