COMM,REG,value
agr,USA,126.36033698101528
agr,E27,4147.682650649531
agr,ROW,107184.08507016177
man,USA,817419.8968856686
man,E27,442540.6400772927
man,ROW,2323545.2256103884
srv,USA,1708214.053663431
srv,E27,1983071.5561980018
srv,ROW,6924401.132022354
