COMM,REG,value
agr,USA,1.3824423339449368
agr,E27,208.75200697242803
agr,ROW,500.5878359192444
man,USA,995.4582648798805
man,E27,29672.909226397194
man,ROW,51059.29335897273
srv,USA,684.7161662904747
srv,E27,46137.11467411581
srv,ROW,93201.09551115827
