COMM,ACTS,REG,value
agr,agr-a,USA,411631.604964309
agr,agr-a,E27,536058.0431493024
agr,agr-a,ROW,3818791.9458753522
man,man-a,USA,7820683.988339645
man,man-a,E27,10637764.026758038
man,man-a,ROW,35063667.07177563
srv,srv-a,USA,19398089.28891818
srv,srv-a,E27,18153185.545686066
srv,srv-a,ROW,43787205.896965824
